\ Text file in IPAC table format, read with astropy
\ from astropy.table import QTable
\ QTable.read('filename.tbl', format='ascii.ipac')
\ Instrument model exported from Lambda WMAP DR5
|bandpass_frequency|        bandpass_weight|
|            double|                 double|
|               GHz|                       |
|              null|                   null|
               75.0   6.451921259019628e-06 
              75.18   6.676915009983771e-06 
              75.35  6.3651279016316525e-06 
              75.53    6.95057424561108e-06 
               75.7   1.059865149693002e-05 
              75.88   8.370981274886115e-06 
              76.05  1.2902822628856091e-05 
              76.22   2.096925400580614e-05 
               76.4  1.3310367558030502e-05 
              76.57  1.0972067027295817e-05 
              76.75  1.1241640126197532e-05 
              76.93   1.903502617610655e-05 
               77.1  2.3715605839331308e-05 
              77.28  2.3981685007744683e-05 
              77.45  2.9228925812725303e-05 
              77.62  2.5759122197963667e-05 
               77.8  2.6217748302148253e-05 
              77.97  2.9168255922326807e-05 
              78.15  1.9043804797076282e-05 
              78.32   1.575833963790704e-05 
               78.5   4.151478499091019e-05 
              78.68   4.729648315920901e-05 
              78.85   5.969086020307685e-05 
              79.03   3.573622386027191e-05 
               79.2  3.1120098494004036e-05 
              79.38  -3.306131368817839e-07 
              79.55  1.6654994005677315e-05 
              79.72  1.4327530875116667e-05 
               79.9   8.833965146527855e-06 
              80.07  2.4366601270674502e-05 
              80.25   5.810436056835363e-05 
              80.43    7.12510132385029e-05 
               80.6   9.019670210095602e-05 
              80.78  0.00021562491147571967 
              80.95   0.0003192397704019772 
              81.12  0.00022991083350500067 
               81.3   0.0002047927751592814 
              81.47   0.0003052319189997893 
              81.65  0.00038834278784097753 
              81.82   0.0006344648657221456 
               82.0   0.0012785324585463912 
              82.18    0.001694419155797858 
              82.35   0.0018907025179975912 
              82.53    0.003152259076897715 
               82.7    0.006264128667175578 
              82.88    0.009891964258319426 
              83.05     0.01352963743658743 
              83.22    0.014493739521058325 
               83.4    0.017827660461366947 
              83.57    0.019534470700379402 
              83.75    0.017685752460380597 
              83.93      0.0182213510375821 
               84.1     0.02048590697025701 
              84.28    0.025534199937457296 
              84.45    0.027023233503213884 
              84.62    0.027573113229080893 
               84.8    0.025683380872215854 
              84.97    0.030793885849770823 
              85.15    0.038434882040158574 
              85.32     0.03547084174294579 
               85.5     0.04007620489727882 
              85.68     0.04819960917660792 
              85.85     0.04762619177987882 
              86.03     0.05156008698473513 
               86.2     0.05971895724242533 
              86.38    0.061269982439134826 
              86.55     0.06276829423580046 
              86.72     0.07214211429021233 
               86.9     0.06843807414145196 
              87.07    0.061075562464638855 
              87.25    0.053848554436606605 
              87.43     0.03908101174479074 
               87.6      0.0408865901071226 
              87.78    0.053976423066989465 
              87.95     0.06294758668008116 
              88.12    0.062482643283161124 
               88.3     0.06171185295459746 
              88.47     0.06181067455922787 
              88.65     0.05453762521926778 
              88.82       0.061490544902356 
               89.0     0.07197359690600545 
              89.18     0.05447888668909697 
              89.35    0.050382642356917584 
              89.53     0.05445861336537815 
               89.7     0.05728114999283139 
              89.88     0.06146995421033613 
              90.05     0.06950106099399013 
              90.22     0.08026757643775158 
               90.4     0.09390747675138297 
              90.57     0.10173471744981818 
              90.75     0.09519073498514162 
              90.93     0.08475211544190178 
